evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-05-20,Agent_015,Team B,Claims,Chat,Order Status,Coached,4-6 months,Morning,Evaluator 3,86.5,523.0,3.93,26,88.7,82.0,Met,No
2025-02-16,Agent_097,Team C,Retail Support,Email,Account Access,Coached,12+ months,Night,Evaluator 1,90.7,354.0,4.42,45,93.0,80.7,Met,No
2025-01-01,Agent_099,Team A,Banking Support,Voice,Order Status,Coached,0-3 months,Night,Evaluator 3,66.3,781.0,4.05,45,86.5,70.1,Not Met,Yes
2025-03-31,Agent_026,Team C,Banking Support,Chat,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 2,83.2,518.0,3.73,34,87.5,79.4,Not Met,No
2025-05-22,Agent_008,Team D,Sales,Voice,Technical Troubleshooting,Coached,7-12 months,Morning,Evaluator 2,93.0,728.0,4.5,50,95.4,68.3,Met,No
2025-11-16,Agent_100,Team B,Sales,Voice,Account Access,Coached,4-6 months,Morning,Evaluator 1,77.0,580.0,4.1,23,88.4,78.7,Not Met,No
2025-02-07,Agent_112,Team F,Billing,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 2,78.9,538.0,4.14,43,86.5,72.9,Not Met,No
2025-10-20,Agent_094,Team F,Banking Support,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 3,78.0,743.0,3.94,25,83.5,77.3,Not Met,Yes
2025-05-19,Agent_087,Team E,Claims,Voice,Refund Request,Not Coached,7-12 months,Morning,Evaluator 3,61.3,692.0,3.91,34,85.2,81.8,Not Met,Yes
2025-12-22,Agent_042,Team D,Retail Support,Email,Account Access,Coached,0-3 months,Mid,Evaluator 4,82.5,480.0,3.98,42,91.5,74.9,Not Met,No
2025-11-29,Agent_044,Team F,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 4,78.9,902.0,4.21,40,88.5,66.3,Not Met,No
2025-09-16,Agent_014,Team A,Sales,Chat,Technical Troubleshooting,Coached,0-3 months,Night,Evaluator 4,77.7,578.0,3.98,36,89.9,75.3,Not Met,No
2025-06-10,Agent_078,Team E,Tech Support,Voice,Order Status,Not Coached,4-6 months,Morning,Evaluator 3,63.9,751.0,3.91,39,83.7,69.3,Not Met,Yes
2025-06-27,Agent_002,Team A,Claims,Voice,Order Status,Not Coached,4-6 months,Night,Evaluator 3,70.1,769.0,3.74,35,87.2,75.3,Not Met,Yes
2025-01-10,Agent_119,Team E,Sales,Voice,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 1,68.6,531.0,3.79,31,88.0,75.3,Not Met,Yes
2025-09-18,Agent_037,Team B,Tech Support,Email,Technical Troubleshooting,Not Coached,0-3 months,Mid,Evaluator 4,73.6,669.0,4.27,32,91.4,71.0,Not Met,Yes
2025-05-18,Agent_069,Team F,Claims,Email,Technical Troubleshooting,Coached,12+ months,Mid,Evaluator 3,92.3,618.0,4.01,37,95.4,78.4,Met,No
2025-06-21,Agent_038,Team F,Retail Support,Email,Billing Issue,Not Coached,4-6 months,Mid,Evaluator 1,91.6,369.0,4.16,55,85.3,75.8,Met,No
2025-01-13,Agent_109,Team A,Claims,Email,Complaint,Coached,0-3 months,Mid,Evaluator 3,83.9,581.0,4.1,28,96.2,79.2,Not Met,No
2025-06-17,Agent_041,Team C,Billing,Voice,Policy Question,Coached,0-3 months,Morning,Evaluator 1,79.5,759.0,4.31,42,89.2,76.3,Not Met,No
2025-05-10,Agent_062,Team F,Sales,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 4,81.4,676.0,4.43,48,89.8,71.1,Not Met,No
2025-03-25,Agent_118,Team C,Banking Support,Chat,Cancellation,Coached,12+ months,Mid,Evaluator 4,74.6,687.0,4.19,49,88.3,69.3,Not Met,Yes
2025-11-17,Agent_060,Team F,Retail Support,Voice,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 4,93.3,527.0,4.64,52,91.7,75.2,Met,No
2025-11-15,Agent_111,Team D,Tech Support,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 3,65.2,885.0,3.5,24,88.6,63.8,Not Met,Yes
2025-04-11,Agent_014,Team C,Sales,Voice,Policy Question,Not Coached,4-6 months,Morning,Evaluator 3,77.2,635.0,3.99,35,83.3,68.4,Not Met,Yes
2025-11-25,Agent_120,Team B,Banking Support,Voice,Billing Issue,Not Coached,0-3 months,Morning,Evaluator 1,72.5,788.0,3.75,26,86.2,64.0,Not Met,Yes
2025-09-30,Agent_103,Team B,Claims,Voice,Cancellation,Coached,0-3 months,Morning,Evaluator 2,73.9,753.0,3.43,33,86.3,70.5,Not Met,Yes
2025-09-22,Agent_089,Team E,Banking Support,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 2,81.1,636.0,3.97,18,84.4,72.2,Not Met,Yes
2025-02-07,Agent_084,Team C,Sales,Voice,Technical Troubleshooting,Coached,4-6 months,Morning,Evaluator 4,78.9,653.0,3.78,24,91.6,75.5,Not Met,No
2025-04-04,Agent_002,Team D,Sales,Voice,Refund Request,Not Coached,7-12 months,Morning,Evaluator 2,87.2,683.0,4.27,44,93.8,73.3,Met,No
2025-04-05,Agent_103,Team C,Billing,Voice,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 4,85.4,668.0,3.78,37,90.8,68.8,Met,No
2025-11-01,Agent_070,Team D,Billing,Voice,Escalation,Coached,12+ months,Night,Evaluator 1,83.0,674.0,3.92,34,96.5,77.5,Not Met,No
2025-03-10,Agent_017,Team F,Banking Support,Chat,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 2,95.7,521.0,4.47,37,89.4,76.0,Met,No
2025-11-14,Agent_089,Team F,Claims,Voice,Refund Request,Not Coached,7-12 months,Mid,Evaluator 2,71.0,773.0,3.79,27,87.0,74.9,Not Met,Yes
2025-08-24,Agent_028,Team C,Banking Support,Voice,Policy Question,Coached,4-6 months,Morning,Evaluator 4,82.8,734.0,4.06,29,93.3,65.5,Not Met,No
2025-11-30,Agent_066,Team E,Sales,Chat,Order Status,Coached,4-6 months,Night,Evaluator 1,86.0,371.0,4.23,35,87.5,71.1,Met,No
2025-05-17,Agent_035,Team E,Sales,Voice,Cancellation,Coached,4-6 months,Mid,Evaluator 2,65.2,600.0,4.01,28,82.0,68.2,Not Met,Yes
2025-03-17,Agent_101,Team D,Tech Support,Voice,Policy Question,Coached,7-12 months,Morning,Evaluator 2,88.3,801.0,3.82,27,92.6,72.2,Met,No
2025-02-04,Agent_005,Team F,Billing,Chat,Technical Troubleshooting,Not Coached,7-12 months,Mid,Evaluator 2,82.4,727.0,3.96,18,91.7,72.7,Not Met,No
2025-01-01,Agent_065,Team B,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 1,94.9,833.0,3.81,32,94.1,74.2,Met,No
2025-10-23,Agent_040,Team A,Retail Support,Chat,Cancellation,Not Coached,12+ months,Mid,Evaluator 1,95.3,507.0,3.99,43,89.5,78.6,Met,No
2025-11-16,Agent_076,Team F,Sales,Chat,Escalation,Not Coached,4-6 months,Morning,Evaluator 2,82.1,526.0,3.99,47,94.5,73.4,Not Met,No
2025-03-01,Agent_056,Team C,Tech Support,Chat,Refund Request,Not Coached,7-12 months,Night,Evaluator 4,79.3,655.0,4.15,41,81.9,80.3,Not Met,Yes
2025-11-16,Agent_036,Team F,Banking Support,Voice,Policy Question,Not Coached,0-3 months,Mid,Evaluator 4,77.5,685.0,3.93,38,86.4,76.1,Not Met,No
2025-12-15,Agent_045,Team F,Billing,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 2,85.4,761.0,4.0,35,95.5,76.4,Met,No
2025-11-24,Agent_023,Team A,Billing,Voice,Technical Troubleshooting,Coached,4-6 months,Mid,Evaluator 1,73.1,835.0,3.83,18,93.8,73.3,Not Met,Yes
2025-09-24,Agent_047,Team F,Claims,Voice,Policy Question,Not Coached,4-6 months,Morning,Evaluator 2,69.1,714.0,3.4,24,90.3,74.2,Not Met,Yes
2025-12-27,Agent_031,Team C,Banking Support,Voice,Escalation,Coached,12+ months,Night,Evaluator 1,75.8,662.0,3.67,27,87.3,72.9,Not Met,No
2025-08-17,Agent_011,Team D,Claims,Voice,Policy Question,Not Coached,0-3 months,Mid,Evaluator 2,69.3,808.0,3.67,36,87.8,70.1,Not Met,Yes
2025-09-27,Agent_010,Team D,Tech Support,Voice,Cancellation,Coached,7-12 months,Mid,Evaluator 1,78.0,871.0,3.55,30,91.8,68.5,Not Met,No
2025-11-12,Agent_067,Team F,Retail Support,Voice,Order Status,Not Coached,7-12 months,Morning,Evaluator 3,85.4,618.0,3.84,30,85.6,72.0,Met,No
2025-10-13,Agent_118,Team A,Banking Support,Voice,Billing Issue,Not Coached,7-12 months,Night,Evaluator 4,88.0,719.0,3.81,48,95.1,68.8,Met,No
2025-10-18,Agent_014,Team C,Banking Support,Voice,Cancellation,Coached,4-6 months,Mid,Evaluator 3,69.8,737.0,3.69,32,85.4,73.7,Not Met,Yes
2025-08-01,Agent_080,Team E,Banking Support,Chat,Policy Question,Coached,12+ months,Morning,Evaluator 4,90.7,574.0,4.31,40,87.7,78.3,Met,No
2025-06-14,Agent_074,Team E,Claims,Voice,Billing Issue,Not Coached,7-12 months,Morning,Evaluator 1,70.3,674.0,3.81,31,88.1,72.4,Not Met,Yes
2025-01-05,Agent_093,Team E,Tech Support,Voice,Technical Troubleshooting,Not Coached,4-6 months,Morning,Evaluator 3,60.5,796.0,3.86,27,84.0,67.7,Not Met,Yes
2025-12-05,Agent_010,Team A,Banking Support,Email,Billing Issue,Coached,0-3 months,Night,Evaluator 4,86.1,545.0,4.11,40,90.6,69.4,Met,No
2025-03-19,Agent_076,Team B,Banking Support,Voice,Escalation,Not Coached,7-12 months,Morning,Evaluator 2,74.7,802.0,4.11,18,89.8,73.6,Not Met,Yes
2025-03-03,Agent_094,Team C,Billing,Voice,Account Access,Coached,12+ months,Mid,Evaluator 1,84.1,638.0,4.19,28,95.6,75.4,Not Met,No
2025-05-12,Agent_105,Team E,Retail Support,Voice,Escalation,Coached,7-12 months,Morning,Evaluator 1,77.0,679.0,3.74,21,85.5,78.0,Not Met,No
2025-03-30,Agent_001,Team B,Billing,Chat,Cancellation,Not Coached,12+ months,Morning,Evaluator 2,88.2,633.0,,46,89.6,77.8,Met,No
2025-08-25,Agent_005,Team B,Billing,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 2,80.6,626.0,3.87,19,91.8,79.3,Not Met,No
2025-02-11,Agent_020,Team F,Retail Support,Voice,Cancellation,Not Coached,0-3 months,Night,Evaluator 4,59.2,718.0,3.82,26,82.2,70.7,Not Met,Yes
2025-03-30,Agent_008,Team A,Tech Support,Voice,Upsell Inquiry,Not Coached,0-3 months,Mid,Evaluator 1,69.0,711.0,3.94,30,83.6,72.9,Not Met,Yes
2025-10-23,Agent_043,Team F,Billing,Email,Order Status,Coached,4-6 months,Night,Evaluator 4,96.4,369.0,4.33,43,89.9,84.9,Met,No
2025-11-24,Agent_076,Team E,Tech Support,Voice,Complaint,Not Coached,7-12 months,Mid,Evaluator 2,73.6,806.0,3.86,30,89.3,69.9,Not Met,Yes
2025-10-22,Agent_001,Team E,Billing,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 1,84.6,790.0,3.61,17,93.2,74.7,Not Met,No
2025-04-14,Agent_057,Team B,Sales,Email,Technical Troubleshooting,Coached,4-6 months,Morning,Evaluator 2,87.1,540.0,4.23,35,90.7,76.0,Met,No
2025-01-14,Agent_064,Team A,Retail Support,Voice,Upsell Inquiry,Coached,7-12 months,Mid,Evaluator 4,87.8,634.0,4.2,35,91.2,77.5,Met,No
2025-10-15,Agent_118,Team E,Billing,Email,Policy Question,Coached,4-6 months,Night,Evaluator 4,82.7,607.0,3.9,26,87.9,80.9,Not Met,No
2025-06-28,Agent_084,Team E,Sales,Voice,Refund Request,Coached,4-6 months,Night,Evaluator 4,79.4,704.0,3.76,25,89.2,74.9,Not Met,No
2025-05-05,Agent_028,Team E,Claims,Chat,Cancellation,Coached,4-6 months,Morning,Evaluator 1,72.7,617.0,3.71,36,87.5,72.1,Not Met,Yes
2025-12-19,Agent_107,Team A,Sales,Voice,Complaint,Coached,0-3 months,Morning,Evaluator 2,77.9,662.0,4.07,29,94.2,75.8,Not Met,No
2025-01-23,Agent_037,Team E,Banking Support,Chat,Complaint,Coached,0-3 months,Morning,Evaluator 2,61.7,672.0,3.65,38,81.7,66.1,Not Met,Yes
2025-03-04,Agent_047,Team E,Billing,Email,Escalation,Not Coached,0-3 months,Night,Evaluator 4,61.7,582.0,3.88,19,80.6,71.5,Not Met,Yes
2025-05-23,Agent_101,Team D,Sales,Voice,Escalation,Coached,0-3 months,Night,Evaluator 4,79.9,602.0,3.97,43,92.8,71.1,Not Met,No
2025-06-02,Agent_076,Team E,Tech Support,Voice,Refund Request,Coached,0-3 months,Night,Evaluator 4,55.6,832.0,3.34,13,79.0,69.5,Not Met,Yes
2025-05-25,Agent_037,Team F,Claims,Voice,Policy Question,Not Coached,7-12 months,Morning,Evaluator 4,79.1,803.0,3.57,17,87.2,71.4,Not Met,No
2025-08-13,Agent_049,Team D,Billing,Voice,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 3,86.3,729.0,3.94,44,86.5,74.2,Met,No
2025-11-05,Agent_113,Team A,Banking Support,Voice,,Not Coached,12+ months,Mid,Evaluator 3,82.9,678.0,3.88,35,87.7,80.2,Not Met,No
2025-04-14,Agent_120,Team C,Sales,Voice,Escalation,Coached,0-3 months,Morning,Evaluator 3,69.0,644.0,3.73,27,85.3,70.5,Not Met,Yes
2025-04-14,Agent_044,Team A,Claims,Voice,Policy Question,Not Coached,4-6 months,Mid,Evaluator 4,82.4,683.0,3.76,30,92.2,72.9,Not Met,No
2025-02-08,Agent_056,Team C,Billing,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 4,75.5,667.0,3.71,22,88.4,73.5,Not Met,No
2025-07-17,Agent_028,Team C,Claims,Voice,,Coached,0-3 months,Morning,Evaluator 2,66.1,870.0,3.98,28,88.2,63.9,Not Met,Yes
2025-05-14,Agent_111,Team A,Banking Support,Chat,Technical Troubleshooting,Coached,12+ months,Night,Evaluator 1,90.1,612.0,3.87,9,99.1,79.4,Met,No
2025-03-08,Agent_079,Team C,Sales,Voice,Policy Question,Not Coached,0-3 months,Night,Evaluator 2,65.3,617.0,4.15,20,82.9,72.2,Not Met,Yes
2025-06-28,Agent_006,Team A,Claims,Voice,Refund Request,Coached,12+ months,Mid,Evaluator 3,95.0,637.0,4.02,40,100.0,79.8,Met,No
2025-02-11,Agent_108,Team E,Claims,Voice,Upsell Inquiry,Coached,12+ months,Mid,Evaluator 2,76.0,768.0,3.66,33,88.2,75.0,Not Met,No
2025-01-15,Agent_061,Team F,Retail Support,Voice,Complaint,Coached,7-12 months,Morning,Evaluator 4,86.4,619.0,4.1,47,90.5,70.7,Met,No
2025-04-21,Agent_020,Team A,Claims,Voice,Refund Request,Not Coached,7-12 months,Mid,Evaluator 3,80.4,771.0,3.89,26,88.9,69.0,Not Met,No
2025-06-06,Agent_114,Team F,Retail Support,Voice,Policy Question,Not Coached,7-12 months,Night,Evaluator 3,80.3,688.0,3.84,32,91.4,70.0,Not Met,No
2025-10-16,Agent_078,Team D,Sales,Voice,Upsell Inquiry,Coached,4-6 months,Night,Evaluator 1,88.2,578.0,4.11,20,90.0,77.7,Met,No
2025-08-19,Agent_002,Team B,Billing,Chat,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 1,83.8,484.0,4.12,36,89.9,78.5,Not Met,No
2025-06-06,Agent_073,Team A,Billing,Voice,Cancellation,Coached,0-3 months,Morning,Evaluator 3,74.0,674.0,3.9,41,88.9,64.8,Not Met,Yes
2025-02-07,Agent_037,Team D,Sales,Chat,Account Access,Not Coached,0-3 months,Morning,Evaluator 3,84.5,422.0,4.32,43,86.4,85.9,Not Met,No
2025-04-07,Agent_020,Team E,Sales,Chat,Technical Troubleshooting,Coached,7-12 months,Mid,Evaluator 2,69.8,613.0,3.61,21,89.5,67.9,Not Met,Yes
2025-10-16,Agent_026,Team E,Tech Support,Chat,Policy Question,Not Coached,7-12 months,Morning,Evaluator 3,73.6,675.0,3.62,23,84.7,73.7,Not Met,Yes
2025-09-11,Agent_029,Team A,Sales,Email,Complaint,Coached,12+ months,Night,Evaluator 4,94.3,432.0,4.12,51,93.3,85.7,Met,No
2025-07-15,Agent_001,Team A,Claims,Voice,Account Access,Not Coached,0-3 months,Morning,Evaluator 2,82.2,624.0,3.71,30,91.2,71.2,Not Met,No
2025-03-27,Agent_119,Team C,Billing,Voice,Order Status,Coached,12+ months,Morning,Evaluator 4,91.0,607.0,4.01,33,89.6,79.9,Met,No
2025-11-18,Agent_035,Team B,Banking Support,Email,Escalation,Coached,4-6 months,Morning,Evaluator 4,83.3,652.0,4.08,48,91.9,71.3,Not Met,No
2025-01-10,Agent_070,Team B,Billing,Voice,Cancellation,Coached,4-6 months,Night,Evaluator 4,77.1,690.0,3.49,23,87.1,75.1,Not Met,No
2025-01-05,Agent_101,Team B,Retail Support,Voice,Escalation,Coached,4-6 months,Morning,Evaluator 3,72.4,715.0,3.8,17,88.7,65.2,Not Met,Yes
2025-05-03,Agent_117,Team E,Billing,Chat,Account Access,Coached,4-6 months,Mid,Evaluator 1,72.8,583.0,3.85,40,82.6,79.7,Not Met,Yes
2025-11-26,Agent_059,Team F,Tech Support,Chat,Account Access,Not Coached,0-3 months,Mid,Evaluator 1,82.0,551.0,3.88,41,91.4,74.5,Not Met,No
2025-12-19,Agent_069,Team C,Sales,Email,Escalation,Coached,7-12 months,Morning,Evaluator 4,86.1,461.0,3.83,13,94.6,73.4,Met,No
2025-04-28,Agent_033,Team F,Sales,Email,Complaint,Not Coached,12+ months,Mid,Evaluator 3,87.2,499.0,4.03,35,92.8,82.3,Met,No
2025-10-21,Agent_113,Team C,Billing,Chat,Complaint,Not Coached,4-6 months,Mid,Evaluator 2,71.6,654.0,3.63,25,93.6,79.6,Not Met,Yes
2025-06-08,Agent_051,Team C,Banking Support,Voice,Billing Issue,Not Coached,7-12 months,Mid,Evaluator 4,80.7,664.0,3.78,39,90.9,70.6,Not Met,No
2025-10-30,Agent_078,Team B,Banking Support,Email,Order Status,Not Coached,12+ months,Night,Evaluator 2,91.3,542.0,3.7,30,91.0,78.4,Met,No
2025-08-16,Agent_012,Team D,Tech Support,Voice,Complaint,Not Coached,7-12 months,Morning,Evaluator 2,78.8,780.0,3.77,31,91.4,71.4,Not Met,No
2025-12-31,Agent_106,Team F,Retail Support,Voice,Order Status,Coached,7-12 months,Morning,Evaluator 3,84.1,586.0,3.89,34,96.1,74.8,Not Met,No
2025-08-04,Agent_020,Team D,Billing,Email,Order Status,Not Coached,4-6 months,Night,Evaluator 3,86.9,464.0,4.06,35,86.0,75.4,Met,No
2025-07-03,Agent_053,Team C,Sales,Voice,Account Access,Coached,12+ months,Morning,Evaluator 1,79.3,536.0,4.13,46,86.8,76.4,Not Met,No
2025-01-15,Agent_114,Team D,Billing,Voice,Order Status,Not Coached,7-12 months,Mid,Evaluator 1,84.1,676.0,3.93,28,92.2,73.4,Not Met,No
2025-06-06,Agent_088,Team A,Tech Support,Voice,Cancellation,Not Coached,4-6 months,Night,Evaluator 3,62.3,978.0,3.81,26,87.2,66.6,Not Met,Yes
2025-05-16,Agent_043,Team F,Claims,Email,Escalation,Coached,4-6 months,Morning,Evaluator 4,72.1,641.0,3.87,31,81.2,73.4,Not Met,Yes
2025-09-18,Agent_098,Team D,Claims,Voice,Billing Issue,Coached,12+ months,Mid,Evaluator 1,78.5,724.0,4.11,26,88.9,79.5,Not Met,No
2025-06-06,Agent_089,Team C,Tech Support,Chat,Policy Question,Coached,0-3 months,Morning,Evaluator 2,71.0,663.0,4.08,47,84.0,74.6,Not Met,Yes
2025-02-16,Agent_050,Team D,Sales,Voice,Refund Request,Not Coached,12+ months,Morning,Evaluator 4,86.8,589.0,4.11,38,92.2,72.4,Met,No
2025-11-20,Agent_029,Team D,Tech Support,Chat,Billing Issue,Not Coached,0-3 months,Morning,Evaluator 2,78.5,558.0,3.97,42,86.6,72.7,Not Met,No
2025-11-28,Agent_057,Team A,Sales,Chat,Cancellation,Coached,12+ months,Night,Evaluator 3,99.8,501.0,4.32,36,100.0,86.9,Met,No
2025-06-22,Agent_039,Team E,Banking Support,Voice,Billing Issue,Not Coached,4-6 months,Morning,Evaluator 2,61.9,705.0,3.82,32,84.8,72.6,Not Met,Yes
2025-05-10,Agent_095,Team B,Tech Support,Voice,Order Status,Not Coached,7-12 months,Mid,Evaluator 4,84.3,654.0,4.17,44,90.5,77.2,Not Met,No
2025-04-05,Agent_056,Team E,Sales,Voice,Account Access,Coached,12+ months,Night,Evaluator 3,79.7,583.0,4.16,42,84.3,78.4,Not Met,Yes
2025-04-25,Agent_111,Team E,Tech Support,Email,Refund Request,Coached,4-6 months,Mid,Evaluator 4,73.7,572.0,4.11,49,86.2,74.2,Not Met,Yes
2025-08-31,Agent_043,Team E,Tech Support,Chat,Complaint,Not Coached,7-12 months,Mid,Evaluator 2,67.4,720.0,3.78,22,87.4,72.4,Not Met,Yes
2025-10-19,Agent_050,Team D,Sales,Email,Account Access,Not Coached,0-3 months,Mid,Evaluator 4,80.0,329.0,4.28,42,82.4,78.5,Not Met,Yes
2025-10-09,Agent_023,Team D,Sales,Voice,Order Status,Not Coached,0-3 months,Morning,Evaluator 3,78.4,509.0,4.1,32,83.9,79.6,Not Met,Yes
2025-10-26,Agent_044,Team A,Retail Support,Chat,Order Status,Coached,4-6 months,Mid,Evaluator 2,91.9,485.0,3.92,36,93.5,78.3,Met,No
2025-10-10,Agent_038,Team E,Tech Support,Chat,Refund Request,Coached,7-12 months,Mid,Evaluator 2,75.3,683.0,4.1,37,86.1,73.8,Not Met,No
2025-03-10,Agent_084,Team B,Claims,Chat,Refund Request,Coached,0-3 months,Night,Evaluator 1,63.1,620.0,3.58,32,87.4,77.1,Not Met,Yes
2025-05-28,Agent_023,Team C,Tech Support,Email,,Coached,0-3 months,Night,Evaluator 1,68.6,677.0,3.97,44,87.0,70.3,Not Met,Yes
2025-01-11,Agent_045,Team B,Tech Support,Voice,Upsell Inquiry,Coached,4-6 months,Night,Evaluator 4,78.4,699.0,3.98,38,96.6,74.0,Not Met,No
2025-09-11,Agent_052,Team A,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Night,Evaluator 1,94.5,612.0,3.98,36,91.2,76.2,Met,No
2025-11-26,Agent_080,Team D,Tech Support,Chat,Account Access,Coached,7-12 months,Mid,Evaluator 1,90.2,625.0,4.14,29,98.1,77.4,Met,No
2025-12-26,Agent_050,Team A,Billing,Chat,Complaint,Not Coached,0-3 months,Mid,Evaluator 1,75.5,546.0,4.11,46,81.0,74.5,Not Met,Yes
2025-02-07,Agent_106,Team E,Tech Support,Voice,Billing Issue,Coached,0-3 months,Night,Evaluator 1,66.9,708.0,3.47,19,84.7,68.3,Not Met,Yes
2025-05-14,Agent_119,Team B,Billing,Voice,Order Status,Not Coached,12+ months,Morning,Evaluator 3,88.1,598.0,4.33,48,90.0,75.2,Met,No
2025-07-19,Agent_008,Team A,Claims,Voice,Order Status,Coached,4-6 months,Night,Evaluator 3,78.4,743.0,3.94,31,89.5,73.4,Not Met,No
2025-01-23,Agent_114,Team D,Sales,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 1,89.3,635.0,4.57,55,96.1,82.5,Met,No
2025-10-30,Agent_085,Team A,Tech Support,Voice,Account Access,Coached,12+ months,Mid,Evaluator 4,76.0,832.0,4.07,39,93.1,77.0,Not Met,No
2025-12-12,Agent_001,Team B,Billing,Chat,Account Access,Not Coached,12+ months,Mid,Evaluator 3,84.1,480.0,4.15,47,84.1,74.3,Not Met,Yes
2025-10-29,Agent_119,Team E,Billing,Chat,Escalation,Not Coached,0-3 months,Night,Evaluator 1,62.0,592.0,3.66,28,77.5,70.4,Not Met,Yes
2025-12-29,Agent_008,Team A,Billing,Voice,Refund Request,Coached,12+ months,Morning,Evaluator 3,89.4,744.0,3.96,27,97.0,73.9,Met,No
2025-08-06,Agent_029,Team E,Banking Support,Voice,Complaint,Coached,12+ months,Mid,Evaluator 2,75.7,697.0,3.9,25,84.4,68.6,Not Met,Yes
2025-05-21,Agent_096,Team A,Retail Support,Voice,Refund Request,Not Coached,7-12 months,Mid,Evaluator 3,81.2,665.0,4.31,32,94.4,77.6,Not Met,No
2025-04-14,Agent_102,Team B,Claims,Voice,Complaint,Coached,4-6 months,Morning,Evaluator 3,75.3,772.0,4.11,37,90.2,72.2,Not Met,No
2025-07-29,Agent_005,Team E,Tech Support,Chat,Cancellation,Coached,4-6 months,Night,Evaluator 4,69.7,598.0,4.01,20,85.7,82.8,Not Met,Yes
2025-04-21,Agent_111,Team B,Banking Support,Email,Policy Question,Not Coached,0-3 months,Mid,Evaluator 3,85.7,446.0,4.46,47,86.4,75.8,Met,No
2025-04-14,Agent_086,Team A,Tech Support,Voice,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 4,82.7,661.0,3.55,-1,92.8,73.4,Not Met,No
2025-11-12,Agent_047,Team C,Tech Support,Chat,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 2,77.8,622.0,4.06,39,84.8,72.7,Not Met,Yes
2025-06-20,Agent_034,Team B,Sales,Email,Complaint,Coached,4-6 months,Mid,Evaluator 1,85.3,477.0,4.42,35,90.6,77.4,Met,No
2025-12-22,Agent_065,Team F,Sales,Chat,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 4,82.8,371.0,4.32,35,85.7,84.1,Not Met,No
2025-11-20,Agent_055,Team B,Sales,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 3,78.7,688.0,3.64,39,91.0,77.3,Not Met,No
2025-05-13,Agent_119,Team E,Banking Support,Email,Order Status,Coached,7-12 months,Morning,Evaluator 3,94.0,424.0,4.43,43,91.3,91.7,Met,No
2025-10-20,Agent_090,Team F,Tech Support,Voice,Refund Request,Not Coached,12+ months,Night,Evaluator 4,72.6,673.0,4.09,42,90.4,71.1,Not Met,Yes
2025-11-24,Agent_043,Team C,Retail Support,Voice,Complaint,Not Coached,0-3 months,Mid,Evaluator 2,65.7,743.0,3.77,19,86.2,69.6,Not Met,Yes
2025-05-07,Agent_074,Team F,Claims,Voice,Account Access,Coached,4-6 months,Mid,Evaluator 1,70.9,801.0,3.81,36,86.6,68.8,Not Met,Yes
2025-04-16,Agent_030,Team C,Sales,Voice,Refund Request,Not Coached,0-3 months,Morning,Evaluator 3,64.7,671.0,4.21,34,84.0,72.3,Not Met,Yes
2025-04-02,Agent_114,Team F,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 2,94.0,471.0,4.2,40,88.8,85.1,Met,No
2025-10-14,Agent_082,Team A,Tech Support,Voice,Technical Troubleshooting,Coached,7-12 months,Morning,Evaluator 1,84.5,859.0,3.79,43,91.7,76.5,Not Met,No
2025-02-20,Agent_017,Team E,Tech Support,Voice,Escalation,Not Coached,12+ months,Morning,Evaluator 1,64.2,795.0,3.54,12,84.5,67.0,Not Met,Yes
2025-01-29,Agent_026,Team C,Banking Support,Chat,Order Status,Coached,4-6 months,Mid,Evaluator 3,82.0,526.0,4.18,43,86.7,79.5,Not Met,No
2025-10-23,Agent_008,Team C,Banking Support,Email,Upsell Inquiry,Coached,12+ months,Mid,Evaluator 4,82.9,408.0,4.41,45,87.1,73.3,Not Met,No
